"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"Gene0039",29.3341733030369,1.60199697518753,0.369586450032087,7.51686563849987e-07,2.56351038499185e-05,TRUE,"Up in treated"
"Gene0073",66.4059315070487,-1.23193755733096,0.286140167753436,9.60663057180453e-07,3.16698587850489e-05,TRUE,"Down in treated"
"Gene0093",71.8617215891949,-1.15722849951806,0.279189731898216,2.03559812550035e-06,6.49421466490273e-05,TRUE,"Down in treated"
"Gene0005",71.6169808778938,1.61962729662456,0.407962786685669,2.76022277606875e-06,8.53081351728747e-05,TRUE,"Up in treated"
"Gene0090",131.591402409843,-1.42600260457905,0.371285865643801,3.68608426448649e-06,0.000110470828411428,TRUE,"Down in treated"
"Gene0074",67.1164608314273,-1.25202159223252,0.314540694343958,4.11588552008738e-06,0.000119723846451954,TRUE,"Down in treated"
"Gene0075",473.120664703359,-1.18911243351206,0.302614216380518,4.33590296348004e-06,0.000122520229453764,TRUE,"Down in treated"
"Gene0078",52.6539180167537,-1.25710504728032,0.327361507840228,5.82378343723118e-06,0.000159992272761712,TRUE,"Down in treated"
"Gene0010",232.113802817461,1.42844411543854,0.376607695423063,6.76500746744747e-06,0.000180826821224474,TRUE,"Up in treated"
"Gene0002",265.129149227083,1.373040821339,0.371397800111007,1.10540051448355e-05,0.000287695028637955,TRUE,"Up in treated"
"Gene0053",68.6063448982479,1.31082579071328,0.359773566377329,1.3862086199612e-05,0.000351528288497852,TRUE,"Up in treated"
"Gene0051",264.497667590056,1.10298347188889,0.300935289033403,1.46976648283935e-05,0.00036339976288203,TRUE,"Up in treated"
"Gene0079",16.7713094745018,-1.46371564050236,0.402644081778945,1.51328765754967e-05,0.00036503451056503,TRUE,"Down in treated"
"Gene0099",62.183980845453,-1.04836424730651,0.287610833306161,1.62025274721843e-05,0.000381530944523579,TRUE,"Down in treated"
"Gene0092",45.648985584264,-1.2172720456415,0.343195954654,2.01173888257748e-05,0.000462699942992821,TRUE,"Down in treated"
"Gene0036",124.399367923957,1.25523370188526,0.363004798716781,2.12278030046176e-05,0.000477143117535609,TRUE,"Up in treated"
"Gene0095",30.1521444989277,-1.33744189779861,0.384550476406503,2.33862669542878e-05,0.000513978178173125,TRUE,"Down in treated"
"Gene0080",58.5330572237955,-1.07593080969924,0.308346220954819,2.83394980051302e-05,0.0006092992071103,TRUE,"Down in treated"
"Gene0052",83.4277420899305,1.16264538913092,0.338924020854939,3.2651859808686e-05,0.00068707849682533,TRUE,"Up in treated"
"Gene0067",63.9621371418203,-1.21493228856566,0.370643419279771,3.61038131835876e-05,0.000743888984136837,TRUE,"Down in treated"
"Gene0025",367.265939488921,1.22891978184874,0.387161926744776,4.7069167778031e-05,0.000950028712907605,TRUE,"Up in treated"
"Gene0047",115.401538116489,1.0456514223221,0.311082398330365,5.24634144482e-05,0.0010173787625347,TRUE,"Up in treated"
"Gene0060",88.6792190603333,1.02884111056308,0.306228903447045,5.20501728490481e-05,0.0010173787625347,TRUE,"Up in treated"
"Gene0023",660.091362864679,1.11318828459364,0.343345366983607,5.66927369301469e-05,0.00107825224661376,TRUE,"Up in treated"
"Gene0066",151.641474879112,-0.959666456125827,0.299890890349962,7.31363754369687e-05,0.00136475236428608,FALSE,"Not significant"
"Gene0065",40.1451196425292,-1.03313221114068,0.324381373642355,9.72102319727444e-05,0.001780387396686,TRUE,"Down in treated"
"Gene0022",421.525901519791,1.0957331062168,0.357410456237797,0.00011273921498824,0.00202725606587944,TRUE,"Up in treated"
"Gene0064",14.390669402893,-1.39311971597207,0.456645324210427,0.000115383599033755,0.00203775677579257,TRUE,"Down in treated"
"Gene0007",197.761647564928,0.900624386902125,0.291323317731064,0.000153039749947271,0.00265537390697983,FALSE,"Not significant"
"Gene0030",341.177669926131,0.810860926640978,0.260057966391381,0.000160091595796406,0.00272983772832148,FALSE,"Not significant"
"Gene0056",199.271409768257,0.927711537032446,0.309829407770859,0.000190146875510649,0.00318737728610224,FALSE,"Not significant"
"Gene0041",67.0628305337388,0.967317762621228,0.328110579044767,0.000218490055860141,0.00360144442076133,FALSE,"Not significant"
"Gene0077",132.61546211635,-1.10690771019719,0.401545963024883,0.000237353000250244,0.00384823143028674,TRUE,"Down in treated"
"Gene0076",37.1378019767538,-1.00604314910171,0.349958172083776,0.00024381624516574,0.00388926236240188,TRUE,"Down in treated"
"Gene0020",42.5371946818944,1.0857638544305,0.386299724352023,0.000257144236222773,0.00403675634324322,TRUE,"Up in treated"
"Gene0087",48.3725915495143,-1.00974252636846,0.383717502658053,0.000492025109194297,0.00748635127681784,TRUE,"Down in treated"
"Gene0088",38.092157839386,-0.889246271149746,0.328956807339421,0.000486265481591982,0.00748635127681784,FALSE,"Not significant"
"Gene0045",259.588305686665,0.898312176135812,0.34308951116895,0.00051634829514619,0.00773740096817548,FALSE,"Not significant"
"Gene0055",36.5341224829755,0.919728967931859,0.34994213428024,0.000566947335598064,0.00836881962546993,FALSE,"Not significant"
"Gene0091",213.332825429833,-0.805131768869751,0.297500427534092,0.000583898347812682,0.00849228626451092,FALSE,"Not significant"
"Gene0050",201.902185039401,0.845982674497,0.323597740143294,0.000688765599776049,0.00987230693012337,FALSE,"Not significant"
"Gene0046",1854.94996351046,0.918838985251267,0.360130176420866,0.000726155899039,0.010259545487851,FALSE,"Not significant"
"Gene0001",15.9286093126547,1.0571568849654,0.430201618629974,0.000748650154944176,0.010428380327321,TRUE,"Up in treated"
"Gene0089",184.072398737316,-0.6740493254791,0.256847503950811,0.000975562845050891,0.0134004396354907,FALSE,"Not significant"
"Gene0063",20.2187307133879,-0.890708852194305,0.375439584622508,0.00122957468860653,0.0166582105072857,FALSE,"Not significant"
"Gene0048",71.4795590760886,0.903024244244933,0.392296091721207,0.00130722891445964,0.0174709377891971,FALSE,"Not significant"
"Gene0094",85.2741417211655,-0.715369676614523,0.318294116320581,0.00195764668096928,0.0258148342330483,FALSE,"Not significant"
"Gene0430",44.2913619506801,0.702316725430812,0.323596581557121,0.00285553982240428,0.0371595905836557,FALSE,"Not significant"
"Gene0240",78.4406443018152,-0.67203730199622,0.315895249442361,0.00317677299120293,0.0405554579145046,FALSE,"Not significant"
"Gene0725",36.8495863818297,0.709655036093619,0.346143798021171,0.00319850931984971,0.0405554579145046,FALSE,"Not significant"
"Gene0033",15.7209026007235,0.81359103904205,0.414577988970154,0.0033051759606094,0.0413774560131987,FALSE,"Not significant"
"Gene0029",35.7473415727333,0.735946073268771,0.358078546380664,0.00336714393104324,0.041626316847522,FALSE,"Not significant"
"Gene0024",43.190320893636,0.785076903139093,0.41813846868557,0.00378390237144774,0.046200980806936,FALSE,"Not significant"
"Gene0084",124.347477423945,-0.676203558763043,0.344342150089939,0.00399407141623063,0.0478636945320099,FALSE,"Not significant"
"Gene0096",16.180727263945,-0.756025873846085,0.388704761968009,0.00401687224080568,0.0478636945320099,FALSE,"Not significant"
"Gene0072",27.9122451292009,-0.729378189239417,0.38701785495257,0.00429878057527499,0.05061302367794,FALSE,"Not significant"
"Gene0071",110.145296671109,-0.640334837347934,0.333688519117061,0.00497310171866762,0.0578635011736738,FALSE,"Not significant"
"Gene0848",44.4460541136983,0.586652336718247,0.304608296135224,0.00676846849335292,0.0778373876735586,FALSE,"Not significant"
"Gene0032",189.064696990589,0.655523207674003,0.384214910781326,0.00701088357253185,0.0796984350946436,FALSE,"Not significant"
"Gene0031",561.522547018071,0.620416195417632,0.393903949682737,0.00758961854477143,0.085296962963397,FALSE,"Not significant"
"Gene0019",63.7793324358623,0.608293752590034,0.345795906647255,0.00823921770325274,0.0915571495338985,FALSE,"Not significant"
"Gene0827",93.3937454795374,-0.568857124736486,0.328308892390417,0.00860044389198861,0.0945093223241859,FALSE,"Not significant"
"Gene0440",249.906854231172,-0.471690439903632,0.244480279104686,0.00964020619979066,0.104771032215307,FALSE,"Not significant"
"Gene0082",137.11233816926,-0.474748236167941,0.247316262874061,0.0101603998756355,0.109224298663081,FALSE,"Not significant"
"Gene0908",141.504221047669,0.539587158187064,0.309398676393415,0.0107410960796776,0.114225204546249,FALSE,"Not significant"
"Gene0134",102.480658201823,0.540188477186451,0.325940933021372,0.0116998760174118,0.121801867170739,FALSE,"Not significant"
"Gene0368",42.5986182243878,0.54349796129766,0.32469457661185,0.0116832958815239,0.121801867170739,FALSE,"Not significant"
"Gene0061",10.301452825219,-0.651902171911071,0.46913066314939,0.012379586047986,0.124956880337563,FALSE,"Not significant"
"Gene0199",41.9509378610538,-0.561151194941717,0.354098462111102,0.0123819760091821,0.124956880337563,FALSE,"Not significant"
"Gene0751",125.594983481564,-0.587681253592074,0.444291843331564,0.0123290635177463,0.124956880337563,FALSE,"Not significant"
"Gene0228",402.853804234105,0.561524280858676,0.38517295781534,0.0126514926882414,0.125306402650632,FALSE,"Not significant"
"Gene0349",411.5828108757,-0.559255714247885,0.395030592371816,0.0127051251143651,0.125306402650632,FALSE,"Not significant"
"Gene0778",49.6021647943442,0.525202216507038,0.312368892224932,0.0127967104830272,0.125306402650632,FALSE,"Not significant"
"Gene0222",113.521514362166,-0.483031255340399,0.279329562065229,0.0135117840608033,0.131011318001319,FALSE,"Not significant"
"Gene0471",702.801697717938,-0.445135912678339,0.242156386906257,0.0138203257564619,0.132701962846027,FALSE,"Not significant"
"Gene0081",88.6870269102603,-0.556177015398567,0.388109471206265,0.0154102282446199,0.146545343595472,FALSE,"Not significant"
"Gene0152",152.10720172977,-0.438909096863907,0.245874824877409,0.0155683070739936,0.146638625677902,FALSE,"Not significant"
"Gene0279",52.1976844114439,0.543669844325132,0.372832227203055,0.0161370974938061,0.150562164352587,FALSE,"Not significant"
"Gene0656",49.2711949831676,0.447672488016378,0.259389416804578,0.0168402544706898,0.15565431468703,FALSE,"Not significant"
"Gene0009",558.567904739466,0.460306578861441,0.28208075498005,0.0171539930608871,0.157086103122383,FALSE,"Not significant"
"Gene0579",13.7200623614184,0.560858451367952,0.423478395923306,0.0174647148604648,0.158464247678896,FALSE,"Not significant"
"Gene0746",33.2221533162881,-0.473310244972943,0.305422747496748,0.0195116590448278,0.175427552684861,FALSE,"Not significant"
"Gene0757",75.6398322871876,-0.468321532021769,0.320283476331729,0.0213210730922625,0.189968840434663,FALSE,"Not significant"
"Gene0139",231.469205917893,-0.380020077147608,0.217721878413339,0.0224175606023797,0.197955066390656,FALSE,"Not significant"
"Gene0166",26.8915262861594,-0.486763342154342,0.375928967733419,0.0234795180503365,0.203919297669592,FALSE,"Not significant"
"Gene0871",197.667375554252,-0.402907990365572,0.244079714197665,0.0235053588820358,0.203919297669592,FALSE,"Not significant"
"Gene0013",54.4309067882474,0.438515805143709,0.287902621086195,0.0238724415290307,0.204329295104908,FALSE,"Not significant"
"Gene0193",186.854078979901,-0.419674928865893,0.274957531452631,0.0239658222772187,0.204329295104908,FALSE,"Not significant"
"Gene0266",177.765673142207,-0.405428673613422,0.253410336601831,0.0247983002975006,0.209619820463488,FALSE,"Not significant"
"Gene0028",78.9222507952517,0.431914253432096,0.325908589870427,0.0307307998532149,0.257565771651097,FALSE,"Not significant"
"Gene0255",22.7126274921955,-0.422109100602632,0.308138526384245,0.0325633413836964,0.270631467466182,FALSE,"Not significant"
"Gene0044",36.4438663242996,0.432484805276976,0.371389386944455,0.0335702026696124,0.276273646459739,FALSE,"Not significant"
"Gene0448",45.5932604301109,0.429072843819777,0.371999654063078,0.0338009213565505,0.276273646459739,FALSE,"Not significant"
"Gene0652",282.147639151518,-0.395811099205152,0.299608823986874,0.0343824584437308,0.278723372138113,FALSE,"Not significant"
"Gene0529",164.202610216425,0.391048593728045,0.278913718126901,0.0349329490522021,0.279815148174205,FALSE,"Not significant"
"Gene0532",56.6995386683223,-0.383329229991533,0.262411180838974,0.035212843973272,0.279815148174205,FALSE,"Not significant"
"Gene0603",46.1704169955656,0.428100616354731,0.34946163176533,0.0353659186266689,0.279815148174205,FALSE,"Not significant"
"Gene0741",24.6913182410434,0.427980729053214,0.390409939866853,0.0361669337210734,0.283881725794774,FALSE,"Not significant"
"Gene0304",316.210006852043,-0.386529230318326,0.303398636264241,0.0382682721160768,0.298007253055094,FALSE,"Not significant"
"Gene0422",83.9409530487285,-0.378097380012613,0.269385832846563,0.0385691894752801,0.298007253055094,FALSE,"Not significant"
"Gene0027",59.6269901188416,0.378976053670007,0.284908972923766,0.0401606899599136,0.306737747143167,FALSE,"Not significant"
"Gene0885",199.758941593378,0.362493171289749,0.249655905976166,0.0403194207569381,0.306737747143167,FALSE,"Not significant"
"Gene0653",96.5600911353313,0.356435046536589,0.245186417642852,0.0410898502212217,0.309428234488436,FALSE,"Not significant"
"Gene0720",86.7465426256386,0.383666225518149,0.289406425952831,0.0412988139054333,0.309428234488436,FALSE,"Not significant"
"Gene0815",538.546473622203,-0.370439044317731,0.294893216561378,0.0437863935323928,0.325599572958921,FALSE,"Not significant"
"Gene0747",15.3737222485519,-0.396800642107582,0.368978412306489,0.0445564925033218,0.328853515565562,FALSE,"Not significant"
"Gene0648",43.8517544404176,0.386192658188993,0.330870407237201,0.0451372358478028,0.330672046322051,FALSE,"Not significant"
"Gene0276",11.2819037472812,-0.390154153602223,0.374302636674861,0.0487873001937742,0.354784116850314,FALSE,"Not significant"
"Gene0372",93.1657083073991,-0.338298546309781,0.242604494871205,0.0491612188595368,0.354893762423955,FALSE,"Not significant"
"Gene0287",346.743042703857,0.339858754550553,0.247987121875304,0.0499917985657961,0.358274556388205,FALSE,"Not significant"
"Gene0237",40.1105043947697,0.370566155385138,0.323284185496499,0.050504874865478,0.359347634834228,FALSE,"Not significant"
"Gene0016",39.9418031408096,0.379818131172411,0.357078056815529,0.0510948148956386,0.360948370941333,FALSE,"Not significant"
"Gene0437",81.6420919319494,0.340683500802205,0.259709271317564,0.0516328500548697,0.36216233123593,FALSE,"Not significant"
"Gene0348",145.969263415447,-0.334699326643603,0.247378040725087,0.0533496096884326,0.36640808320736,FALSE,"Not significant"
"Gene0388",238.345942054731,-0.343114686959109,0.29681033016162,0.0531953090481129,0.36640808320736,FALSE,"Not significant"
"Gene0499",70.4763719317013,0.326861340372261,0.232981681733301,0.0527418517649929,0.36640808320736,FALSE,"Not significant"
"Gene0408",355.147396442451,0.355204384834809,0.326505246491892,0.0568283809572787,0.387608750115508,FALSE,"Not significant"
"Gene0561",62.4394050082549,-0.34750983278298,0.30238121373339,0.0580618991724102,0.393309714256943,FALSE,"Not significant"
"Gene0387",102.412641819862,0.331666476027065,0.261409746098684,0.0588160151313321,0.395707748060459,FALSE,"Not significant"
"Gene0204",25.390555379704,-0.345690895638022,0.317392899927585,0.0609210809831195,0.401672993948701,FALSE,"Not significant"
"Gene0571",114.746981690712,0.332211282884294,0.27968256288593,0.0608385258465525,0.401672993948701,FALSE,"Not significant"
"Gene0582",27.6304279180511,0.346651170062745,0.30143872235962,0.060379677139399,0.401672993948701,FALSE,"Not significant"
"Gene0683",93.6919766993569,-0.333272550967959,0.310667655294619,0.0635979666622976,0.416545622708691,FALSE,"Not significant"
"Gene0696",99.5152583812443,-0.322473265984007,0.265174602777926,0.0645183876969851,0.417050231583779,FALSE,"Not significant"
"Gene0832",17.6205866362942,-0.3324706542624,0.365030256277826,0.0641566000146153,0.417050231583779,FALSE,"Not significant"
"Gene0011",117.814191538095,0.31783585864183,0.265868117710058,0.0653603743592591,0.419749417151346,FALSE,"Not significant"
"Gene0575",465.497659613179,0.300523493570074,0.224187394334109,0.0674071810652529,0.430101303700227,FALSE,"Not significant"
"Gene0068",22.0850706367721,-0.331703319756303,0.294892361970352,0.0687124538443739,0.434011409210103,FALSE,"Not significant"
"Gene0113",109.893766785733,-0.327763178259857,0.304508479316854,0.0697753428355979,0.434011409210103,FALSE,"Not significant"
"Gene0564",217.156569059874,0.324809257815834,0.318500308889172,0.0690484425880095,0.434011409210103,FALSE,"Not significant"
"Gene0907",23.9209657962776,0.332903933577568,0.307308500902163,0.0696942934805176,0.434011409210103,FALSE,"Not significant"
"Gene0816",105.168208732157,0.328657112287437,0.318625436340447,0.0713141055104048,0.44081031468619,FALSE,"Not significant"
"Gene0446",286.555170548336,0.321762083355934,0.293800561498101,0.0721272935804344,0.443067660565525,FALSE,"Not significant"
"Gene0194",120.364668910027,0.304759551767558,0.359888160430687,0.0728435538340635,0.444705399641289,FALSE,"Not significant"
"Gene0923",81.7392075799538,0.313043355130318,0.2692425691128,0.0733733241746792,0.445191519072133,FALSE,"Not significant"
"Gene0159",81.7792065617706,0.311718268984307,0.2859206648903,0.0762937793015466,0.446476613782424,FALSE,"Not significant"
"Gene0378",65.4500920942396,-0.316561574066184,0.280673271382415,0.0745375302904827,0.446476613782424,FALSE,"Not significant"
"Gene0583",7.64208003033633,-0.283344229034498,0.393592750044895,0.074879023840117,0.446476613782424,FALSE,"Not significant"
"Gene0624",92.7085535642161,-0.316756404325894,0.298191533839394,0.0754478530280745,0.446476613782424,FALSE,"Not significant"
"Gene0892",39.4795366987042,-0.314061950603983,0.319249742004574,0.0761467841586824,0.446476613782424,FALSE,"Not significant"
"Gene0952",38.8886287090957,0.318688562936822,0.307782604187828,0.0754300122440685,0.446476613782424,FALSE,"Not significant"
"Gene0147",73.1886455011462,-0.297544941081376,0.328686718821691,0.0774318811865383,0.450471355844038,FALSE,"Not significant"
"Gene0695",41.5559041307767,-0.306754655218957,0.266026249141593,0.0781478552479365,0.451977946433972,FALSE,"Not significant"
"Gene0103",32.6412285995041,0.313543531839348,0.318146368634865,0.080263810170094,0.45950928750024,FALSE,"Not significant"
"Gene0795",33.2940673696701,0.308705758677701,0.285577147497343,0.0806867759508094,0.45950928750024,FALSE,"Not significant"
"Gene0958",36.4478919339577,-0.307694513148837,0.281039042198202,0.0808438989130857,0.45950928750024,FALSE,"Not significant"
"Gene0359",51.7476948139508,0.310230197581019,0.304948398479501,0.0822940667386346,0.463384678316498,FALSE,"Not significant"
"Gene0921",262.658722715488,0.305126164328796,0.289199337550702,0.0824627941190129,0.463384678316498,FALSE,"Not significant"
"Gene0227",207.69486296428,-0.301908031896782,0.275221684890631,0.0842903079295999,0.463513203950592,FALSE,"Not significant"
"Gene0712",24.7648511209105,0.30789132967351,0.291263737270825,0.0838727835163144,0.463513203950592,FALSE,"Not significant"
"Gene0904",104.729328532613,0.299218138587316,0.268090772486382,0.0842405454310192,0.463513203950592,FALSE,"Not significant"
"Gene0912",82.52734595956,0.297689379915605,0.262521789838839,0.084360340456124,0.463513203950592,FALSE,"Not significant"
"Gene0315",85.7908370561103,0.298043550026816,0.270341812650715,0.0854051836031856,0.466661472837296,FALSE,"Not significant"
"Gene0534",99.2893992129538,-0.299512555489261,0.275594160686725,0.0859406812746841,0.467007328465179,FALSE,"Not significant"
"Gene0667",258.927310117497,-0.289585281352023,0.258755959183659,0.0872252658345697,0.471397748144205,FALSE,"Not significant"
"Gene0157",238.95704957776,-0.278828389296392,0.230742822904451,0.089296637993956,0.477374999870392,FALSE,"Not significant"
"Gene0198",153.837115712316,0.28097908729901,0.235879024886522,0.0890676382309466,0.477374999870392,FALSE,"Not significant"
"Gene0301",19.668046351329,-0.293661873362275,0.306348794939491,0.0942950784914719,0.496052301213115,FALSE,"Not significant"
"Gene0879",151.207999197142,0.281785205441849,0.266976045211277,0.0941131055086127,0.496052301213115,FALSE,"Not significant"
"Gene0985",33.4109257909566,0.291459223342511,0.296371885190156,0.0938559422858062,0.496052301213115,FALSE,"Not significant"
"Gene0168",48.5649950256972,0.285108251690157,0.28188364223881,0.0994779753622259,0.517809040174955,FALSE,"Not significant"
"Gene0281",9.18484366289288,0.276981487525989,0.341053097276956,0.0993889830252185,0.517809040174955,FALSE,"Not significant"
"Gene0651",110.067402854824,0.278888805120629,0.255188074725939,0.100308315828533,0.519397509709,FALSE,"Not significant"
"Gene0125",5.2806635737656,0.225528383325483,0.355636662149619,0.102761414684905,0.52387133568748,FALSE,"Not significant"
"Gene0640",321.090171447058,-0.273727814383403,0.27856497450403,0.102484818329717,0.52387133568748,FALSE,"Not significant"
"Gene0822",56.1133113273885,-0.284033804953758,0.290786270300353,0.101895579440176,0.52387133568748,FALSE,"Not significant"
"Gene0585",33.0690777186093,-0.276067337642714,0.285311704911668,0.106750628612395,0.541417290757222,FALSE,"Not significant"
"Gene0649",86.6436721522635,-0.26847066344328,0.27678353539472,0.112247521117612,0.56351674307268,FALSE,"Not significant"
"Gene0909",97.1233473418832,-0.270871927971218,0.281828946979703,0.111754990868851,0.56351674307268,FALSE,"Not significant"
"Gene0733",81.2967477502711,-0.255021701867019,0.296553832673065,0.113533445478507,0.567093826152747,FALSE,"Not significant"
"Gene0037",92.3968131545726,0.264158676121352,0.265310156495894,0.117370468790939,0.577509421065863,FALSE,"Not significant"
"Gene0439",68.0481704690856,0.256728581262465,0.24858860518201,0.117307884482809,0.577509421065863,FALSE,"Not significant"
"Gene0754",624.814394792396,0.261776071954852,0.246887706429377,0.117221076281813,0.577509421065863,FALSE,"Not significant"
"Gene0793",33.7838838990488,0.262092029004112,0.2648114935581,0.118007679952781,0.577770274620301,FALSE,"Not significant"
"Gene0940",79.7705681873665,0.264145087421999,0.298266514360038,0.118926229513115,0.579399216691976,FALSE,"Not significant"
"Gene0538",148.456308516502,0.244093483753939,0.216286957294124,0.12287783536494,0.587331459213334,FALSE,"Not significant"
"Gene0560",131.863443009107,0.239780741385657,0.208154007711649,0.122608312820451,0.587331459213334,FALSE,"Not significant"
"Gene0799",24.1731557005459,-0.259893535569416,0.268368778887091,0.122929840300465,0.587331459213334,FALSE,"Not significant"
"Gene0802",44.0582373151395,-0.257255468201102,0.253300018224385,0.121536667374463,0.587331459213334,FALSE,"Not significant"
"Gene0376",47.0839469212732,-0.251726850335163,0.310173964134087,0.126033097119557,0.599263139669433,FALSE,"Not significant"
"Gene0191",241.735468114017,-0.238878280237559,0.298617070967628,0.127403233250427,0.602879414759198,FALSE,"Not significant"
"Gene0109",283.987569461093,-0.243959851330476,0.242403838938668,0.130602346971605,0.613931428912083,FALSE,"Not significant"
"Gene0244",59.5391106430725,-0.246364704419313,0.245092774154228,0.131916001594205,0.613931428912083,FALSE,"Not significant"
"Gene0332",292.478475283346,-0.248614813998751,0.265358103753094,0.133589561381729,0.613931428912083,FALSE,"Not significant"
"Gene0337",27.1823189341423,0.249995022358402,0.254017978537766,0.131569003875006,0.613931428912083,FALSE,"Not significant"
"Gene0685",229.077345549711,-0.242205855269421,0.234350026889737,0.134084113897887,0.613931428912083,FALSE,"Not significant"
"Gene0955",86.4721474982243,-0.237322390868782,0.2196135411559,0.132714813360655,0.613931428912083,FALSE,"Not significant"
"Gene0969",25.9243558862153,-0.249858866420218,0.280914160905319,0.132895529917498,0.613931428912083,FALSE,"Not significant"
"Gene0436",21.5188714958388,0.249406958125432,0.276843711838362,0.135940791456881,0.61956425230809,FALSE,"Not significant"
"Gene0792",35.5591087723634,0.244907083001943,0.290825144245401,0.138019234037563,0.626151479188761,FALSE,"Not significant"
"Gene0723",27.0305834110909,0.156179245961102,0.316606406236327,0.140668955284454,0.635258432768609,FALSE,"Not significant"
"Gene0808",128.884149624698,-0.228770703634636,0.21571689192834,0.141897912329343,0.637481123719404,FALSE,"Not significant"
"Gene0959",530.688493302928,0.238847934891701,0.25275522110119,0.142450281437804,0.637481123719404,FALSE,"Not significant"
"Gene0657",536.442898142687,-0.222453364999594,0.208027791119824,0.146971346019954,0.654750726187995,FALSE,"Not significant"
"Gene0257",35.2814986471551,0.236365815441146,0.269645175727931,0.149911275935009,0.656338274499608,FALSE,"Not significant"
"Gene0590",53.7709525486056,-0.235217977498088,0.256305619385123,0.150645893135906,0.656338274499608,FALSE,"Not significant"
"Gene0826",64.4494466283689,-0.234047105021737,0.269000153677461,0.150007395623468,0.656338274499608,FALSE,"Not significant"
"Gene0830",247.660608215233,0.235494559362339,0.258139852019045,0.149796279560338,0.656338274499608,FALSE,"Not significant"
"Gene0961",25.9412184781774,-0.236004145468886,0.280489898514343,0.148388136561811,0.656338274499608,FALSE,"Not significant"
