"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR009","DHMR010","DHMR011","DHMR012"
"Ift88",269,574,511,584,646,630,602,603
"Igbp1",1300,2727,2603,2448,2628,2903,2951,2813
"Igdcc3",1,0,0,1,0,0,0,1
"Igdcc4",1319,2818,2890,2947,2520,2966,2642,2402
"Igf1",1257,2327,2204,2724,1840,948,514,1828
"Igf1r",1342,3149,2063,2766,3103,3653,3267,2864
"Igf2",10675,15964,29833,24838,17429,14124,11248,14488
"Igf2bp1",4,5,5,5,4,7,6,3
"Igf2bp2",868,2994,1681,1852,3309,4958,5260,3891
"Igf2bp3",32,71,40,50,53,61,63,62
"Igf2os",14,19,37,35,23,15,6,12
"Igf2r",3664,8202,6708,6971,8650,9215,9024,7314
"Igfals",2,6,8,5,3,10,7,4
"Igfbp1",0,1,1,0,0,0,2,0
"Igfbp2",7092,14507,11188,12748,12911,13954,10691,8264
"Igfbp3",187,185,274,331,174,76,137,255
"Igfbp4",6308,15999,22660,17305,13913,18654,23881,20305
"Igfbp5",28555,62003,57862,53633,68819,70794,59089,52417
"Igfbp6",1939,3612,4726,4021,3422,3701,3703,3526
"Igfbp7",11084,16006,18650,18523,16525,14495,11041,14574
"Igflr1",24,43,48,45,57,64,44,62
"Igfn1",34,70,97,75,63,51,41,47
"Ighmbp2",352,737,738,649,699,677,711,733
"Igip",42,133,77,90,109,169,126,161
"Igll1",2,1,4,2,2,3,2,0
"Iglon5",77,116,84,117,130,89,74,100
"Igsf10",374,929,785,955,794,829,851,807
"Igsf11",32,77,72,71,107,125,119,85
"Igsf23",1,5,2,1,5,4,3,4
"Igsf3",1956,3939,3793,4078,3975,4213,4735,4207
"Igsf5",14,24,21,19,33,14,13,13
"Igsf6",2,8,4,7,8,3,7,7
"Igsf8",1671,3033,3366,3099,2921,2826,3156,3225
"Igsf9",41,54,42,59,44,51,33,35
"Igsf9b",1,7,1,3,0,0,1,2
"Igtp",109,189,192,214,267,220,193,172
"Ihh",1,5,5,5,5,8,7,4
"Iigp1",18,22,3,25,40,20,19,18
"Ik",2682,5091,5514,5771,5673,5551,5269,5506
"Ikbip",2408,4840,3958,5035,4910,4975,4199,4439
"Ikbkap",1467,2747,3216,3034,2680,2604,2672,2740
"Ikbkb",1198,2319,2485,2295,2512,2427,2540,2530
"Ikbke",203,493,409,416,530,621,648,545
"Ikbkg",1513,3978,3725,3307,4142,4923,5480,4664
"Ikzf1",0,2,1,0,0,1,0,0
"Ikzf2",140,421,262,341,302,313,260,329
"Ikzf4",2,5,4,14,5,5,6,4
"Ikzf5",432,887,610,767,803,870,742,716
"Il10",1,0,0,0,0,1,2,1
"Il10rb",654,1394,1396,1283,1334,1622,1763,1494
"Il11",20,25,36,36,38,26,24,46
"Il11ra1",315,524,575,544,522,554,600,515
"Il12a",165,272,220,276,307,288,206,217
"Il12b",1,1,2,1,3,2,7,10
"Il12rb1",61,171,145,127,148,179,191,196
"Il12rb2",8,10,13,18,15,15,13,14
"Il13ra1",1895,4064,3295,3920,4358,5035,7015,6671
"Il13ra2",48,384,163,176,407,822,1660,1348
"Il15",45,62,72,72,56,39,41,51
"Il15ra",13,23,25,26,19,18,22,30
"Il16",43,113,90,84,113,157,136,107
"Il17b",5,4,11,10,1,0,0,3
"Il17c",1,3,0,1,5,2,2,1
"Il17d",6,8,10,16,10,8,7,11
"Il17ra",1009,1766,1423,1728,1816,1667,1857,1819
"Il17rb",0,5,3,1,5,6,3,3
"Il17rc",1071,2028,2100,2043,1831,1949,2070,2059
"Il17rd",556,898,907,976,1032,832,748,850
"Il17re",18,22,30,30,18,18,19,25
"Il18",186,400,311,342,343,317,246,256
"Il18bp",21,46,45,38,43,46,51,37
"Il18r1",2,0,3,3,3,1,4,2
"Il18rap",196,241,365,393,235,135,411,478
"Il19",1,4,1,1,1,1,1,12
"Il1a",11,35,20,21,53,102,180,163
"Il1b",52,115,185,105,150,145,124,146
"Il1bos",0,1,1,1,1,0,1,1
"Il1f10",2,3,0,2,2,5,6,4
"Il1f9",8,30,6,12,39,60,255,223
"Il1r1",1840,3883,3467,4407,4227,4757,5045,4753
"Il1r2",2,6,2,3,4,3,1,4
"Il1rap",300,821,402,617,962,1156,1139,1016
"Il1rl1",134,219,428,424,280,223,767,816
"Il1rl2",0,0,0,0,2,3,2,0
"Il1rn",405,702,800,761,591,736,702,677
"Il2",1,4,3,4,0,2,5,3
"Il20rb",25,36,46,34,35,23,16,33
"Il21r",5,6,9,7,9,5,6,17
"Il22ra1",1,0,1,1,1,3,1,2
"Il23a",0,1,1,0,3,2,4,1
"Il23r",9,17,5,14,10,6,3,15
"Il25",2,1,0,2,0,0,0,0
"Il27",0,4,0,1,1,0,0,0
"Il27ra",66,109,110,133,108,126,100,102
"Il2rb",42,90,71,74,80,74,45,47
"Il2rg",219,461,283,352,465,397,319,286
"Il33",570,1471,832,1232,1663,2179,2065,1455
"Il34",257,452,346,377,522,497,422,394
"Il3ra",372,761,673,660,714,844,969,867
"Il4i1",3,6,3,6,0,5,4,4
"Il4ra",2836,6430,5951,5456,6196,6847,9205,8446
"Il6",53,191,61,133,249,500,1260,1148
"Il6ra",176,431,399,418,469,545,642,553
"Il6st",5184,11951,10480,10850,12474,13579,15587,13188
"Il7",32,69,47,62,63,31,26,61
"Ildr2",251,671,427,520,755,788,656,500
"Ilf2",2047,3627,4400,4006,3568,3192,3683,3767
"Ilf3",2762,4558,5130,5226,4631,4100,4624,4746
"Ilk",5363,8128,9266,9106,7918,7013,6740,7440
"Ilkap",1228,2067,2434,2349,2113,1898,1915,2035
"Ilvbl",942,1957,1824,1752,1881,2047,2242,2022
"Immp1l",410,825,837,812,809,895,788,799
"Immp2l",63,104,141,105,113,110,107,102
"Immt",3917,6804,8031,7492,7251,7063,7151,7449
"Imp3",441,904,1003,931,855,996,1206,1030
"Imp4",612,1112,1180,1101,1198,1048,1040,1118
"Impa1",1271,2174,2357,2441,2448,2154,2087,2364
"Impa2",247,315,400,445,329,251,282,337
"Impact",1554,4007,3373,3569,4485,5382,5505,4811
"Impad1",1510,4756,3044,3951,4049,4032,3915,3737
"Impdh1",2570,4971,5119,4801,4944,5123,4753,4797
"Impdh2",4231,6436,8014,7739,5936,4970,5500,6273
"Impg2",7,31,7,19,20,20,12,14
"Ina",2,2,0,2,1,0,2,1
"Inadl",541,1090,1342,1067,1176,1182,1011,1045
"Inafm1",157,345,315,328,319,385,363,354
"Inafm2",903,1807,2174,2001,1851,1990,2257,2288
"Inca1",35,71,56,62,53,58,64,54
"Incenp",1750,2217,2319,2871,2337,1287,1174,1764
"Inf2",4235,7753,8053,8150,7795,7522,8285,8143
"Ing1",1202,2028,2285,2284,2065,2117,2309,2212
"Ing2",262,470,531,511,491,494,468,501
"Ing3",328,709,559,674,759,717,758,656
"Ing4",987,2096,2153,1910,2090,2045,2136,2117
"Ing5",301,497,589,608,581,524,589,616
"Inha",47,104,100,94,108,104,94,75
"Inhba",152,471,300,333,390,325,405,456
"Inhbb",8000,18811,19944,17700,17653,20561,21459,18908
"Inhbe",0,0,1,0,2,0,2,0
"Inip",455,736,915,987,871,764,857,989
"Inmt",0,2,0,2,6,2,1,1
"Ino80",729,1705,1348,1712,1758,1758,1894,1854
"Ino80b",371,764,791,678,721,689,786,773
"Ino80c",988,1796,1818,1801,1942,2108,1949,1786
"Ino80d",449,1614,733,1142,1473,1419,1267,1218
"Ino80dos",22,44,32,49,36,44,47,28
"Ino80e",547,722,727,732,745,691,744,755
"Inpp1",202,402,443,422,402,337,392,386
"Inpp4a",393,908,706,757,948,890,793,748
"Inpp4b",214,492,434,446,440,321,190,461
"Inpp5a",746,1416,1333,1301,1439,1619,1648,1479
"Inpp5b",892,1630,1729,1726,1717,1657,2002,1876
"Inpp5d",14,25,16,18,26,19,12,12
"Inpp5e",516,1067,1018,956,955,1074,1217,1087
"Inpp5f",496,1092,816,1143,1167,1110,1005,1034
"Inpp5j",8,21,21,17,25,43,33,13
"Inpp5k",759,1773,1616,1516,1639,1737,1968,1865
"Inppl1",5965,11102,12489,10636,11181,10194,9822,10398
"Ins2",13,51,31,26,55,55,30,36
"Insc",213,198,160,285,200,47,28,167
"Insig1",1516,2905,1652,2028,3110,3545,4009,3082
"Insig2",2163,4860,4520,4833,5255,6703,6960,6249
"Insl6",6,15,21,14,24,16,13,11
"Insr",933,2533,1995,2164,2561,3135,3129,2686
"Ints1",1437,2938,2811,2801,2830,2627,2841,2695
"Ints10",847,1607,1517,1583,1660,1627,1786,1801
"Ints12",497,976,850,987,1092,1025,915,1040
"Ints2",515,1201,1011,1223,1186,1086,966,1117
"Ints3",1939,3439,3510,3568,3445,3207,3240,3378
"Ints4",1042,1757,1955,1938,1778,1684,1725,1811
"Ints5",543,1045,1095,1049,891,895,888,949
"Ints6",472,994,817,1045,960,926,790,943
"Ints7",1422,2494,2345,2593,2320,2103,2268,2291
"Ints8",1059,2266,1864,2217,2290,2291,1823,1990
"Ints9",718,1287,1311,1298,1218,1208,1211,1266
"Intu",183,508,405,397,545,565,514,464
"Invs",488,917,834,874,970,1040,1050,967
"Ip6k1",2723,5888,5778,5516,5470,6052,6640,5811
"Ip6k2",721,1152,1557,1454,1225,1108,1303,1393
"Ip6k3",780,1490,1543,1325,1422,1640,1268,1161
"Ipcef1",0,2,0,1,1,0,1,0
"Ipmk",691,1543,1415,1448,1685,1797,2042,2016
"Ipo11",1168,2172,2018,2479,2215,2206,1970,2066
"Ipo13",1283,2367,2876,2511,2499,2313,2582,2612
"Ipo4",2692,5069,5454,5265,5133,5233,5709,5312
"Ipo5",6002,10638,11447,12134,11075,10740,11387,12028
"Ipo7",1757,4416,3235,4189,4009,4226,3771,4096
"Ipo8",1851,3587,3757,3723,3856,3608,3609,3680
"Ipo9",4458,7536,7945,8216,7691,6549,6923,7072
"Ipp",348,682,619,628,718,705,645,657
"Ippk",484,864,1015,925,952,854,795,832
"Iqca",1,2,1,2,1,2,3,0
"Iqcb1",223,481,466,513,464,528,489,497
"Iqcc",412,626,704,647,662,611,680,707
"Iqcd",15,36,29,25,41,38,22,30
"Iqce",415,857,846,825,925,886,981,902
"Iqcg",17,51,37,36,47,72,46,44
"Iqch",0,3,3,6,2,3,1,4
"Iqck",17,40,33,24,28,41,42,24
"Iqgap1",7368,14105,11700,14184,15642,14249,13881,13474
"Iqgap2",2,4,6,9,6,1,2,5
"Iqgap3",1508,2095,1836,2451,2138,1301,1032,1360
"Iqsec1",2169,4294,4003,4078,4487,4481,4326,4057
"Iqsec2",613,1245,1328,1220,1237,1175,1282,1196
"Iqsec3",42,30,69,60,55,11,8,53
"Iqub",0,1,0,0,3,0,0,2
"Irak1",2344,4298,4240,4397,4442,4160,4218,4213
"Irak1bp1",268,509,513,578,637,643,672,640
"Irak2",527,1209,1198,1097,1167,1294,1362,1231
"Irak3",82,161,155,165,171,223,250,204
"Irak4",307,587,523,579,582,680,710,631
"Ireb2",1161,3562,2041,2650,2835,2977,2613,2746
"Irf1",1135,2168,2446,2267,2076,1822,1945,2124
"Irf2",636,1159,1297,1353,1184,1302,1413,1353
"Irf2bp1",888,1526,1599,1603,1447,1410,1484,1486
"Irf2bp2",1705,3055,2213,2752,3308,3680,3422,3116
"Irf2bpl",4100,7087,5954,6889,7231,7307,7012,6826
"Irf3",873,1441,1831,1578,1482,1452,1357,1380
"Irf4",1,0,1,4,3,0,2,2
"Irf5",53,76,81,89,84,52,48,58
"Irf6",63,129,108,100,130,144,103,79
"Irf7",73,178,88,113,239,177,164,145
"Irf9",429,916,685,754,1105,980,1110,890
"Irg1",0,0,0,0,1,0,4,3
"Irgc1",1,1,1,3,1,2,3,1
"Irgm1",941,1533,1222,1577,1921,1484,1194,1396
"Irgm2",117,230,167,210,348,265,244,239
"Irgq",1199,2659,2673,2278,2583,2733,2821,2597
"Irs1",2992,5644,4797,5794,6138,5886,4415,4401
"Irs2",296,616,390,439,644,590,645,548
"Irs3",7,19,25,22,14,23,24,11
"Irx2",158,242,350,320,280,281,302,304
"Irx3",596,830,921,983,861,719,527,777
"Irx5",370,564,623,680,563,568,476,565
"Isca1",1667,2419,2609,2570,2453,2513,2387,2458
"Isca2",522,971,1139,958,1026,969,987,1029
"Iscu",1130,2388,2694,2197,2298,2396,2413,2357
"Isg15",110,210,140,177,297,248,234,202
"Isg20",255,487,423,433,476,538,518,420
"Isg20l2",1678,2743,3066,3010,2617,2334,2482,2750
"Isl1",2,1,0,2,0,0,2,2
"Isl2",104,147,214,173,147,120,119,131
"Islr",14343,20012,27845,28230,18304,14727,10911,14869
"Islr2",48,89,96,84,64,49,31,46
"Ism1",37,78,62,60,85,69,75,92
"Ism2",29,55,40,58,21,23,25,44
"Isoc1",692,1216,1195,1426,1305,1115,1114,1289
"Isoc2a",169,337,340,312,330,311,347,328
"Isoc2b",16,26,38,32,30,45,43,34
"Ispd",120,173,206,224,206,182,174,191
"Israa",1,0,0,1,1,0,0,0
"Ist1",1723,2861,3065,2895,2943,2848,2743,2786
"Isx",50,69,130,83,78,51,40,100
"Isy1",711,1511,1616,1506,1466,1370,1425,1412
"Isyna1",1068,1960,1990,1852,1853,1883,2094,1935
"Itch",1511,3469,2522,3563,3550,3577,3207,3234
"Itfg1",5555,11001,11132,11551,11750,12086,12175,12360
"Itfg2",436,849,871,874,826,832,924,853
"Itfg3",2709,5432,5404,5025,5073,5798,5315,5092
"Itga1",100,186,137,202,173,152,100,162
"Itga10",294,728,556,489,704,850,558,401
"Itga11",2468,3712,3116,3938,3560,2549,1995,3036
"Itga2",1,1,0,1,0,0,2,1
"Itga2b",78,146,128,138,127,144,143,133
"Itga3",2441,4176,5219,5131,3842,3613,3791,3763
"Itga4",271,822,491,493,788,688,572,549
"Itga5",7690,14615,16395,15489,14332,13330,13503,13869
"Itga6",1477,3221,3666,3565,3636,3812,2945,2804
"Itga7",23265,51631,51939,44495,51107,53509,49594,44566
"Itga8",29,50,35,62,42,26,24,27
"Itga9",12,9,39,25,10,3,3,17
"Itgad",0,2,0,1,1,0,1,1
"Itgae",11,15,20,16,22,6,5,17
"Itgal",2,4,9,6,3,8,9,11
"Itgam",5,13,14,8,9,11,9,11
"Itgav",3937,10234,6609,9008,9608,9943,9093,8957
"Itgb1",28121,51483,51259,55177,56916,53703,49300,52517
"Itgb1bp1",689,1375,1544,1347,1400,1404,1781,1716
"Itgb1bp2",1323,1838,3248,2411,2076,1219,1001,1898
"Itgb2",22,92,30,34,88,150,187,133
"Itgb3",960,2106,1677,1833,2035,2305,3462,3069
"Itgb3bp",168,296,221,300,320,333,223,235
"Itgb4",157,276,234,224,267,282,238,206
"Itgb5",9121,21298,17432,16689,19930,23380,21355,18635
"Itgb6",215,433,400,394,471,456,281,346
"Itgb7",7,48,11,15,61,71,191,171
"Itgb8",27,137,75,70,99,161,150,86
"Itgbl1",46,75,71,88,82,42,29,68
"Itih1",3,4,3,6,7,3,1,5
"Itih2",17,31,15,27,35,27,26,32
"Itih3",3,4,5,7,3,6,1,1
"Itih4",5,14,9,9,6,14,16,11
"Itih5",11,39,18,30,51,62,60,28
"Itk",0,0,0,0,1,2,1,0
"Itln1",0,5,2,1,0,2,5,5
"Itm2a",69,145,150,106,196,113,89,187
"Itm2b",22538,46692,49430,46952,46464,52508,47690,45237
"Itm2c",5220,10640,11222,10203,9692,10841,11790,10437
"Itpa",1256,2145,2892,2433,2169,2055,2024,2203
"Itpk1",316,644,667,675,600,726,898,724
"Itpka",0,3,3,3,6,5,3,9
"Itpkb",485,717,844,903,703,474,453,677
"Itpkc",428,845,884,783,833,811,933,852
"Itpr1",597,1087,983,1165,1144,1008,1043,1145
"Itpr2",541,1202,747,1064,1347,1488,1620,1402
"Itpr3",2405,5812,4509,4494,5594,5732,7631,6105
"Itprip",1919,3787,3948,3552,3653,3441,3804,3984
"Itpripl1",194,305,265,332,265,212,236,239
"Itpripl2",4814,8909,8003,8831,10213,9198,10760,10615
"Itsn1",2539,4058,4685,4912,4306,3672,3523,3956
"Itsn2",352,1088,621,754,905,906,894,863
"Ivd",1023,2001,2339,2005,2025,1892,1838,1851
"Ivl",0,1,0,0,2,2,2,2
"Ivns1abp",11694,23439,23623,23432,26184,26845,27255,28230
"Iws1",1217,2892,2091,2680,3122,3023,2464,2463
"Iyd",5,6,11,12,4,7,12,10
"Izumo1",0,0,0,1,1,1,0,1
"Izumo4",64,93,112,110,85,113,99,98
"Jade1",813,2160,1807,2033,1919,1878,1590,1915
"Jade2",440,841,632,826,844,896,1063,885
"Jade3",120,301,216,261,286,238,257,274
"Jag1",476,707,639,831,815,589,570,782
"Jag2",907,1445,1226,1426,1459,1386,1043,1036
"Jagn1",805,1478,1708,1538,1422,1483,1657,1768
"Jak1",4245,8241,7187,8586,8972,9203,9293,9249
"Jak2",1147,3143,2023,2786,2934,3589,3354,3158
"Jak3",59,156,81,106,148,161,173,170
"Jakmip1",51,80,106,76,98,99,71,104
"Jakmip3",0,2,0,0,3,2,4,4
"Jam2",1606,3291,3139,3315,3527,3544,2607,2704
"Jam3",866,1424,1738,1669,1341,1277,1284,1455
"Jarid2",360,766,912,904,881,871,839,874
"Jazf1",35,75,47,80,65,41,48,68
"Jchain",3,4,4,6,2,5,2,3
"Jdp2",1918,3437,3263,3546,3260,2955,2958,3251
"Jkamp",720,1445,1364,1372,1499,1733,1642,1572
"Jmjd1c",528,1797,984,1214,1632,1802,1726,1527
"Jmjd4",415,691,824,746,767,675,681,730
"Jmjd6",1415,2667,2319,2441,2459,2850,2969,2636
"Jmjd7",2,0,3,0,3,1,2,0
"Jmjd8",263,469,391,416,475,496,490,415
"Jmy",918,2269,1610,2035,2253,2536,2361,2252
"Josd1",2474,4582,5368,5084,4643,4608,5356,5256
"Josd2",470,898,860,833,817,793,757,784
"Jph1",842,1619,1849,1677,1696,1642,1297,1568
"Jph2",6356,11823,14398,12054,11337,10882,9541,9820
"Jph3",1,0,1,1,1,2,3,2
"Jph4",1,2,1,1,0,0,0,1
"Jpx",31,46,27,57,48,44,42,45
"Jrk",415,798,783,784,771,700,723,820
"Jrkl",92,316,220,238,230,301,289,275
"Jsrp1",1259,2521,2616,2179,2499,2669,1982,1938
"Jtb",815,1695,1973,1708,1736,1920,2110,2026
"Jun",3492,7109,4598,5695,8037,8696,7961,6325
"Junb",8281,12858,9191,12227,13255,11746,12190,12469
"Jund",3250,7072,4974,5308,6895,8074,7414,5947
"Jup",3871,6852,7868,6676,6716,6554,4946,5350
"Kalrn",547,895,900,1021,1003,870,888,921
"Kank1",183,256,368,301,302,271,262,314
"Kank2",5563,9467,10531,10685,9803,8489,7713,8468
"Kank3",139,247,271,244,276,237,226,216
"Kank4",0,5,3,3,0,4,4,0
"Kank4os",15,20,21,27,24,25,15,24
"Kansl1",1088,2289,1831,2249,2460,2477,2297,2311
"Kansl1l",423,1058,771,877,996,1062,932,875
"Kansl2",4021,7030,7177,6506,6960,7215,8752,8344
"Kansl3",1625,3316,3959,3620,3380,3381,4014,3853
"Kantr",81,274,183,240,304,394,331,258
"Kars",3719,6875,8220,7367,6783,6290,6497,6847
"Kat2a",1279,2463,2774,2553,2421,2251,2607,2639
"Kat2b",1215,2421,2407,2719,2678,2742,2597,2613
"Kat5",892,1634,1614,1623,1669,1562,1689,1629
"Kat6a",1284,3130,1975,2753,3171,2809,2558,2551
"Kat6b",510,1334,949,1199,1270,1372,1360,1183
"Kat7",2868,5272,4996,5264,5235,4791,4902,4937
"Kat8",469,928,885,913,912,927,1012,1004
"Katna1",875,1609,1563,1607,1729,1682,1600,1656
"Katnal1",542,1231,1039,1182,1339,1310,1233,1134
"Katnal2",14,37,18,26,35,34,28,22
"Katnb1",835,1520,1750,1635,1433,1259,1436,1563
"Katnbl1",776,1733,1671,1743,1687,1778,1471,1609
"Kazald1",102,188,282,231,148,151,157,177
"Kbtbd11",607,1929,1273,1201,1753,2632,2841,1965
"Kbtbd12",22,36,35,32,52,32,25,27
"Kbtbd13",1,2,6,1,6,0,1,4
"Kbtbd2",1493,2696,2594,2908,3031,2789,2651,2764
"Kbtbd3",59,129,110,113,127,149,113,129
"Kbtbd4",727,1449,1447,1397,1367,1372,1328,1317
"Kbtbd6",11,27,16,20,23,9,5,15
"Kbtbd7",190,460,305,430,472,503,393,408
"Kbtbd8",21,55,28,40,55,43,29,46
"Kcmf1",2277,4328,4621,4309,4520,4349,4255,4569
"Kcna1",0,2,1,0,0,2,1,1
"Kcna3",0,2,0,0,4,1,2,0
"Kcna4",6,12,14,21,13,11,19,21
"Kcna6",1,3,0,6,2,3,4,1
"Kcna7",15,25,35,27,23,20,13,28
"Kcnab1",37,83,58,68,112,97,75,52
"Kcnab2",79,170,123,154,139,160,206,200
"Kcnab3",136,210,214,227,185,180,146,173
"Kcnb1",199,446,325,339,468,447,317,423
"Kcnc1",15,39,49,27,44,33,20,28
"Kcnc2",85,185,124,157,217,230,230,212
"Kcnc3",2,12,6,4,14,9,16,16
"Kcnc4",1,0,2,0,1,0,0,0
"Kcnd1",79,151,152,156,139,159,159,134
"Kcnd2",0,2,1,0,0,2,1,0
"Kcne2",1,1,1,2,0,0,1,1
"Kcne4",28,75,54,52,47,69,78,70
"Kcnf1",353,496,561,590,509,360,246,401
"Kcng2",2,1,2,3,2,0,1,2
"Kcnh1",109,176,142,149,188,134,80,118
"Kcnh2",277,347,358,452,287,185,139,228
"Kcnh3",2,5,1,4,1,2,3,4
"Kcnh4",1,0,0,1,0,1,1,0
"Kcnh5",1,1,0,1,0,0,0,0
"Kcnh6",0,0,1,0,0,0,1,1
"Kcnh7",6,15,8,8,9,12,10,3
"Kcnip2",0,0,1,1,3,2,3,5
"Kcnip3",8,7,8,12,19,9,14,10
"Kcnip4",6,13,12,13,9,11,15,14
"Kcnj11",2,3,7,3,4,1,1,7
"Kcnj12",184,322,245,250,394,341,235,290
"Kcnj13",1,3,5,3,2,2,6,0
"Kcnj14",1,0,2,0,0,0,3,1
"Kcnj15",1,1,2,1,0,1,5,2
"Kcnj16",15,34,20,31,38,65,56,35
"Kcnj2",200,507,345,428,529,617,516,421
"Kcnj3",0,0,0,0,1,1,7,0
"Kcnj4",3,4,2,3,3,2,2,3
"Kcnj6",0,0,2,0,0,1,0,3
"Kcnj8",0,0,1,0,1,1,1,4
"Kcnj9",0,1,5,1,1,0,1,1
"Kcnk10",1,0,0,1,2,0,0,0
"Kcnk12",11,29,11,14,21,15,16,14
"Kcnk13",44,58,57,66,46,31,18,51
"Kcnk15",0,0,0,1,0,1,0,1
"Kcnk2",177,307,223,276,340,314,327,370
"Kcnk4",4,10,8,7,4,7,2,11
"Kcnk5",206,370,334,353,412,346,478,456
"Kcnk6",24,35,40,33,39,43,39,40
"Kcnk7",9,5,4,8,6,3,0,6
"Kcnma1",6,10,5,6,12,36,45,61
"Kcnmb1",6,10,10,6,8,5,3,9
"Kcnmb2",1,1,0,2,0,1,0,2
"Kcnmb4",29,19,20,15,11,29,22,15
"Kcnmb4os1",0,1,1,0,0,3,0,0
"Kcnmb4os2",7,10,6,13,8,5,6,10
"Kcnn1",264,475,429,472,455,473,418,452
"Kcnn3",326,808,795,774,799,656,558,737
"Kcnn4",550,1026,992,1017,1003,922,1032,1019
"Kcnq1",4,7,11,4,0,1,1,7
"Kcnq1ot1",5,28,28,19,25,32,34,35
"Kcnq4",844,1536,1467,1324,1551,1363,1084,1205
"Kcnrg",4,14,7,13,13,13,15,15
"Kcnt2",4,4,1,6,3,3,3,0
"Kcnu1",9,17,18,18,29,24,28,19
"Kcp",48,61,77,95,75,60,50,51
"Kctd1",275,491,542,529,582,492,475,501
"Kctd10",3100,5410,6324,5823,5126,5089,5579,5014
"Kctd11",1944,2558,2723,3164,2618,1810,1672,2621
"Kctd12",72,146,107,161,107,40,27,84
"Kctd12b",52,123,96,124,82,90,94,102
"Kctd13",154,356,356,290,314,316,337,374
"Kctd14",24,21,31,38,25,21,18,23
"Kctd15",712,1297,1290,1372,1312,1330,1452,1386
"Kctd17",1881,3369,3390,3464,3091,2922,3057,3090
"Kctd18",364,661,701,758,726,642,588,678
"Kctd19",0,2,2,0,1,1,4,1
"Kctd2",686,1455,1564,1376,1372,1495,1646,1522
"Kctd20",1543,2967,3066,2988,2919,2497,2783,2845
"Kctd21",105,235,260,206,271,251,255,259
"Kctd3",1297,2365,2413,2381,2473,2190,2161,2309
"Kctd5",2166,3644,4417,4150,3642,3235,3106,3635
"Kctd6",341,584,509,590,582,625,587,542
"Kctd7",319,597,774,682,559,569,543,556
"Kctd9",1459,2561,2769,2815,2829,2585,2251,2597
"Kdelc1",1175,1944,2346,2347,2140,2041,2116,2270
"Kdelc2",1014,1891,1608,2055,2137,2394,2284,2197
"Kdelr1",4130,7534,7463,7064,7257,8161,7802,7433
"Kdelr2",5077,9052,9260,9464,9030,9457,9213,9243
"Kdelr3",2818,5185,4889,4959,4905,5271,4824,4672
"Kdm1a",3443,6064,6765,6838,6370,5741,5380,5752
"Kdm1b",376,804,727,746,809,961,894,832
"Kdm2a",2490,5046,4753,5127,5290,5376,5586,5272
"Kdm2b",762,1114,1244,1224,1170,1122,1159,1133
"Kdm3a",1467,3379,2459,3140,3580,4187,4343,3867
"Kdm3b",1850,3790,3492,3501,3921,3909,4017,3765
"Kdm4a",1999,4177,3880,3817,4308,4103,4758,4329
"Kdm4b",1355,3082,2136,2402,2834,3657,3924,2984
"Kdm4c",631,1434,1110,1424,1540,1577,1395,1497
"Kdm4d",1,4,1,2,6,5,5,5
"Kdm5a",999,2969,1860,2457,2572,2853,2672,2596
"Kdm5b",1867,3622,4063,4004,3853,4197,4410,4254
"Kdm5c",4441,8395,7366,8058,8454,8108,8219,7885
"Kdm6a",575,1575,1199,1433,1475,1638,1558,1569
"Kdm6b",1301,2897,2455,2560,2987,3049,3104,2915
"Kdm7a",341,1156,713,779,952,1106,1186,1165
"Kdm8",98,153,148,165,168,136,127,143
"Kdr",0,0,1,1,0,2,1,1
"Kdsr",606,1596,1384,1340,1703,2064,2731,2397
"Keap1",1556,2956,3015,2928,2828,2966,3270,3076
"Khdrbs1",4438,7224,8291,9060,7908,7061,6631,7581
"Khdrbs3",286,478,373,472,492,416,319,429
"Khk",190,448,481,449,401,471,561,449
"Khnyn",619,1400,1113,1171,1358,1455,1647,1406
"Khsrp",3298,5657,5479,5913,5970,5621,5657,5585
"Kidins220",3186,7230,7193,6987,7729,8320,7811,7217
"Kif11",864,1931,1009,1674,1441,804,533,1005
"Kif13a",1010,1866,1919,1904,2092,1992,2123,1911
"Kif13b",449,1104,883,889,1185,1100,1260,965
"Kif14",402,647,467,708,621,269,205,435
"Kif15",226,552,294,414,340,200,160,360
"Kif16b",510,1116,892,1089,1265,1346,1278,1141
"Kif17",4,7,4,5,12,10,15,2
"Kif18a",88,216,136,181,105,109,74,146
"Kif18b",1088,1304,1329,1707,1322,696,548,888
"Kif19a",57,80,81,88,83,42,44,80
"Kif1a",33,127,139,111,104,143,282,222
"Kif1b",2954,7721,6423,6997,7898,8091,7517,7275
"Kif1bp",1552,2968,3001,2983,3175,3363,3168,2948
"Kif1c",6860,12589,13146,12253,12201,11150,11979,11786
"Kif20a",2552,3110,3396,4167,3447,1695,1353,2146
"Kif20b",86,200,182,180,210,128,115,215
"Kif21a",246,956,560,791,924,1062,1103,995
"Kif21b",442,1098,1009,969,1101,1251,1854,1499
"Kif22",1241,1443,1655,1954,1530,810,706,1090
"Kif23",1161,1738,1406,2042,1666,905,595,1150
"Kif24",416,655,779,810,600,420,357,525
"Kif26a",20,15,40,30,34,2,1,35
"Kif26b",888,1958,1328,1496,1945,1434,1426,1603
"Kif27",6,8,5,9,9,10,15,10
"Kif2a",787,1756,1404,1723,1724,1715,1584,1743
"Kif2c",1432,1793,1903,2357,1793,988,714,1215
