"","J_XYL_F_0001_01","J_XYL_F_0001_02","J_XYL_F_0002_01","J_XYL_F_0002_02","J_XYL_F_0003_01","J_XYL_F_0003_02","J_XYL_F_0004_01","J_XYL_F_0004_02","J_XYL_F_0005_01","J_XYL_F_0005_02","J_XYL_F_0006_01","J_XYL_F_0006_02","J_XYL_F_0010_01","J_XYL_F_0010_02","J_XYL_F_0012_01","J_XYL_F_0012_02","J_XYL_F_0013_01","J_XYL_F_0013_02","J_XYL_F_0015_01","J_XYL_F_0015_02","J_XYL_F_0016_01","J_XYL_F_0016_02","J_XYL_F_0018_01","J_XYL_F_0018_02","J_XYL_F_0020_01","J_XYL_F_0020_02","J_XYL_F_0025_01","J_XYL_F_0025_02","J_XYL_F_0031_01","J_XYL_F_0031_02","J_XYL_F_0032_01","J_XYL_F_0032_02","J_XYL_F_0034_01","J_XYL_F_0034_02","J_XYL_F_0036_01","J_XYL_F_0036_02","J_XYL_F_0043_01","J_XYL_F_0043_2","J_XYL_F_0044_01","J_XYL_F_0044_02","J_XYL_F_0045_01","J_XYL_F_0045_2","J_XYL_F_0046_01","J_XYL_F_0046_02","J_XYL_F_0047_01","J_XYL_F_0047_02","J_XYL_F_0048_01","J_XYL_F_0049_02","J_XYL_F_0050_01","J_XYL_F_0050_02","J_XYL_F_0051_01","J_XYL_F_0051_02","J_XYL_F_0053_01","J_XYL_F_0053_02","J_XYL_F_0057_01","J_XYL_F_0057_02","J_XYL_F_0058_01","J_XYL_F_0058_02","J_XYL_F_0059_01","J_XYL_F_0059_02","J_XYL_F_0060_01","J_XYL_F_0060_02","J_XYL_F_0061_01","J_XYL_F_0061_02","J_XYL_F_0062_01","J_XYL_F_0062_02","J_XYL_F_0064_01","J_XYL_F_0064_02","J_XYL_F_0065_01","J_XYL_F_0065_02","J_XYL_F_0066_01","J_XYL_F_0066_02","K_XYL_F_0001_01","K_XYL_F_0001_02","K_XYL_F_0002_01","K_XYL_F_0002_02","K_XYL_F_0003_01","K_XYL_F_0003_02","K_XYL_F_0004_01","K_XYL_F_0004_02","K_XYL_F_0005_01","K_XYL_F_0005_02","K_XYL_F_0007_01","K_XYL_F_0007_02","K_XYL_F_0008_01","K_XYL_F_0008_02","K_XYL_F_0009_01","K_XYL_F_0009_02","K_XYL_F_0009_03","K_XYL_F_0011_01","K_XYL_F_0011_02","K_XYL_F_0012_01","K_XYL_F_0012_02","K_XYL_F_0013_01","K_XYL_F_0013_02","K_XYL_F_0017_01","K_XYL_F_0017_02","K_XYL_F_0018_01","K_XYL_F_0018_02","K_XYL_F_0022_01","K_XYL_F_0022_02","K_XYL_F_0028_01","K_XYL_F_0028_02","K_XYL_F_0030_02","K_XYL_F_0030_03","K_XYL_F_0033_01","K_XYL_F_0033_02","K_XYL_F_0035_01","K_XYL_F_0035_02","K_XYL_F_0035_03","K_XYL_F_0036_01","K_XYL_F_0036_02","K_XYL_F_0037_01","K_XYL_F_0037_02","K_XYL_F_0038_01","K_XYL_F_0038_02","K_XYL_F_0039_01","K_XYL_F_0039_02","K_XYL_F_0042_01","K_XYL_F_0042_02","K_XYL_F_0043_01","K_XYL_F_0043_02","K_XYL_F_0044_01","K_XYL_F_0044_02","K_XYL_F_0045_01","K_XYL_F_0045_02","K_XYL_F_0046_01","K_XYL_F_0046_02","K_XYL_F_0047_01","K_XYL_F_0047_02","K_XYL_F_0048_01","K_XYL_F_0048_02"
"s__ovatus",-0.0369812633106181,0.0141199986744803,-0.0951787838423816,-0.0484355928018049,-0.238593216498467,-0.646481480005078,-0.41049716085535,0.693766175838867,-0.476251257944233,-0.0612358876734908,0.052911591697114,0.188277038410761,-0.222912721611721,-0.0467097866696105,-0.38620143413756,-0.808868710944471,-0.543255463047684,-0.355815365813386,-0.487943754984624,-0.927601897966849,0.0538352380297227,0.194403143758699,0.0202542957818727,-0.805893498774688,0.100529245458551,-0.113955755333548,0.121232056547244,0.280653585570232,0.376423712573288,0.276011412576638,2.05177425950297,0.122630675917078,0.272115320720288,0.351818528425974,-0.174287158939379,-0.667401639917393,0.473828922582495,-0.414028140351167,-0.465416370908019,-0.196787492734665,0.12775150774015,0.21566712815534,-0.272691682077691,-0.0146340945101023,0.339544052075008,-0.221424322945604,0.0356993658471008,-0.367036870664847,0.118967102645295,-0.0597206511040659,-0.838812806058705,-0.367625625340785,-0.352483756463536,0.245468659326828,-0.135701600456576,-0.0648743925381701,0.134085068958651,1.13092790517503,0.110541974701524,0.14116011686391,0.484101793869464,-0.225379175095276,-0.291849810346963,0.0268522627605796,-0.397484014748431,-0.277071793083065,0.121625872796404,0.225470980196262,-0.50074286210104,-0.674679735025601,0.10445356483134,1.24874268926068,0.182500261730937,-0.0800987592287502,0.295685130056919,-0.175632720477248,0.950469283887479,0.120618377646753,-0.392421438070383,0.368908964802841,-0.357386510494878,0.472906426577867,0.0943520355832624,0.475786420213754,-0.851753044210244,-0.510160782694869,-0.855414515077605,0.139169168774654,-0.514824744134807,0.040943431742372,-0.147363437465163,-0.315121750474657,-0.734444031629555,-0.437215369003311,-0.616046751946824,0.126584134414045,0.495380407928781,0.177126786208491,0.173218791656158,0.152578308933133,-0.0500021268204728,0.603076661204659,0.0686156719262634,0.429468359319242,0.744325079104489,-0.245674496933459,0.0974601262775034,0.180397604623868,0.224844991601415,0.0450302148659569,0.612180555591496,-0.152751333016672,-0.405706903170383,-0.361421347480653,0.956908395980748,0.23443123557102,0.0656139579733357,0.0249736925623653,-0.0813637687451731,0.0500458701113999,-0.0771469761512253,0.588384460493135,-0.087563169804455,-0.0964146682315181,-0.263963605389564,0.864362237369886,-1.38101455598563,1.47670229009667,-0.166210739486631,0.16274355422843,0.449789995965007,0.448836441456601
"s__aerofaciens",-0.0707276460973159,-0.0389845762019652,0.00323392839046742,0.357941682191335,-0.227175170365264,0.534629104093294,-0.102778029032739,0.0863108454555059,-0.256950214931124,0.160174884032216,-0.215986502994757,-0.0370898394910472,0.190445867007873,0.0624654931983938,0.34107058837412,0.385715082050059,0.0200274707577822,-0.0380781461110664,-0.244283942672015,-0.160552911932554,0.0953345268427824,0.14066588991397,0.13466361949833,-0.352344452853553,0.0561750491104838,-0.168585398455068,-0.0268848339336902,-0.183836767888459,-0.0171845194435339,0.00963749163653303,0.120873643877553,-0.021438501856908,-0.0306567610500723,-0.362415537234685,-0.185151277130058,-0.283152704101581,0.14644475078147,-0.0503695691937606,-0.192355483448673,-0.123414923791187,-0.088349402731785,-0.0053122143707489,-0.0408158903212559,0.0282419099020994,-0.0213807436731377,0.00520586196176358,-0.0942865802848049,-0.174927581190983,-0.115749475218891,-0.240449198931934,-0.263779456948807,-0.0739667556994319,0.330868476925735,0.408884756096009,-0.19956835126938,-0.0367249679916018,-0.408714516948446,-0.3462224886875,-0.161791664920261,0.223826774954607,-0.0827528502264151,-0.0756312839936422,-0.160866653769448,-0.0527738112549184,0.0210573859585463,0.167427112305503,-0.19812382830822,-0.0151157695781574,0.246160681200231,-0.0967922034845176,-0.162126923059596,0.0534429476055319,-0.032963692401447,0.015376507016169,-0.0937289445569154,-0.204064922092664,-0.0741751478724586,0.13413689010553,-0.201309268576124,-0.025609597460574,-0.250792405611741,-0.309528941749028,-0.0844653379673634,0.083270510901429,-0.21495881828326,-0.13505081962555,-0.228513350151896,0.199393832447038,0.316352424341151,-0.0995125883295353,-0.00217747644075649,-0.0362077348798028,0.405385988819755,-0.271718381226306,0.366574708866268,-0.0240400961818009,-0.211861383701078,0.0758707904806081,-0.114659277451266,-0.194845408788872,0.569555389052649,-0.0303574298130685,-0.105280779643038,0.151884237119348,-0.443784792205122,0.152787608193958,0.422153198921841,0.0291668943160404,0.0976017838792232,-0.150951945223559,-0.082256836780303,-0.0178200459578796,0.454825347611712,0.468996355950362,-0.166296291732533,0.0269037886819243,-0.115865175003816,-0.148527478224429,0.462278362496574,0.496492754687331,-0.0991572051565105,-0.150203699196637,-0.0800492443410402,0.0956181871446396,0.62953873635478,0.203986738922967,0.300928426234797,0.18226494221694,-0.122553568401039,0.106373388052857,0.33793110385182,-0.0866663126875348
"s__helveticus",-0.0832283636359578,-0.186130459305811,-0.0819424453686147,0.145795748599037,-0.0507193846479997,-0.0918173936396753,-0.223706401249652,0.377168135082727,-0.369228914610002,0.00537906388484915,0.00715851697476899,0.215950614398637,-0.167625681047227,-0.117335643420958,0.0877641885161684,-0.0729669426840137,-0.386972643581184,-0.335188981794842,-0.318954632137437,-0.400331246327883,0.0842655675981182,0.0731620841973693,-0.00370695845825915,-0.318342503047394,-0.0225874557054798,-0.14515419492035,0.0572919780260042,0.00574176611773948,0.168139548411076,0.110954347630482,1.05758173777839,0.0917550504606572,0.134934194258953,-0.181166013041543,-0.224784579130704,-0.378728004526235,0.216715105608847,-0.115689091152176,-0.241851649919513,-0.17125283768894,-0.0768157496242602,0.0702175131517011,-0.213926243580426,-0.0849720099121146,0.0437112336687555,-0.181341496926066,-0.118453803479902,-0.320209579315925,-0.0937901042746221,0.211377994048417,-0.607792255829715,-0.10604132798486,0.0270446467914038,0.300866027327927,0.0910552785980421,-0.122428342509806,-0.156905702070929,0.335388436656702,-0.0020301231452567,0.166008227265659,0.0954690037738127,-0.230995766011891,-0.132514439437521,0.0253195849170029,-0.149011753726553,-0.0880523583095784,-0.0783861703959118,0.0173241128823661,-0.181118634977392,-0.42386996511518,-0.000955172679042569,0.72083967902836,0.00894187942436814,-0.192682808603667,0.0699047316221954,-0.253374900448359,0.523186116405568,0.0620014645388512,-0.288575271816881,0.0504105590496982,-0.148055053977631,0.182993565718713,-0.00281348195696466,0.306297135579299,-0.587219042743286,-0.301739971695345,-0.412756582684631,0.0816416762197588,-0.0729314393583937,-0.0556362371599211,-0.0149797598408019,-0.180707347899206,-0.0839726001175609,-0.310940206517968,-0.12420737327622,-0.00345628741486137,0.0228352262454772,0.19570542591652,-0.0340799562129453,0.0778154827198649,0.364843222641388,0.367187381416241,0.0700788684422624,0.335949225252937,0.244463675679482,0.0683733404079536,0.254381102693109,0.145664113246229,0.144248800059883,-0.0059910649331287,0.305019238591366,0.00213967249550481,0.118134153068209,0.161379686137024,0.272792894602459,0.00351356001329144,-0.0407707514085309,-0.0103194443694284,0.276590198431777,0.302740922067387,-0.0849355254552626,0.185136975183575,-0.0265678174804174,-0.113903666239515,0.0375157688234391,0.430767440654832,-0.599358991161738,0.689960572561527,-0.0824232404320189,0.0650798845025693,0.471176272440318,0.248172625046424
"s__parainfluenzae",0.120025197211021,0.0946350728680291,0.0202100461492507,-0.530197489249573,0.346210147797649,-0.683369632261418,0.222119898743196,-0.252761783841159,0.474797664383729,-0.221288676042252,0.297303400791262,-0.00884389482154556,-0.214222431320386,-0.0583806493372274,-0.470045772407959,-0.467485492605622,0.0953676664587468,0.152196127063795,0.446796843329668,0.378306493333642,-0.155912104609397,-0.22685054504081,-0.189270408027952,0.62039232274896,-0.0807873866170669,0.276175928630592,0.0165257723958688,0.236573906796035,-0.0394152859547558,-0.0573392370185115,-0.546503016197495,0.00120404517941245,-0.00589653350938539,0.522944577172996,0.321168003407184,0.527029396748611,-0.286206060320955,0.125144417870859,0.355474399725243,0.224461411343476,0.131727360489515,-0.023179812105223,0.123474528082386,-0.0198173039705818,-0.00353053143264509,0.0482168684203047,0.15568636257458,0.341410660770578,0.174472002506319,0.294493549108386,0.562398693554877,0.152818544267562,-0.444743232381499,-0.656382955812937,0.26906760823068,0.0829837297604232,0.597761026673645,0.331711847927709,0.219351988528985,-0.360075205862288,0.0608926475163215,0.172688005960362,0.275074803412939,0.0664712391096529,0.031254587616647,-0.195700326865603,0.286298074995867,0.00152007860250846,-0.269787590309426,0.27639497238399,0.220012580145231,-0.321423022713193,0.0313907703045503,0.0265378901280687,0.0951396826518668,0.354059831768591,-0.0781263908845891,-0.210060746543752,0.373184976041937,-0.0011449310197164,0.409089319071797,0.360109266939079,0.112327530670335,-0.21757356957331,0.490377077030272,0.291528831254663,0.471185501960164,-0.307116483266745,-0.390973703052532,0.148799209561474,0.016703941864478,0.112680348344089,-0.497848280913928,0.479902932433853,-0.442926604907765,0.0255487513244486,0.256984962047119,-0.161858232324566,0.155977496611946,0.245115060584789,-0.874821015543463,-0.0807388026173909,0.127237978653723,-0.316980771522892,0.515590474772537,-0.211860883127251,-0.654332049171536,-0.0856302537596849,-0.184318544767003,0.209640657032078,0.00503017464008707,0.0352258878965786,-0.63473757621134,-0.667230589110778,0.105651621889407,-0.0549361289584557,0.166700777456435,0.208606675824746,-0.702877739364723,-0.765805960812596,0.163053039236738,0.128309011631074,0.124154525967837,-0.102091888872051,-0.871707273747788,-0.441420519135315,-0.192525372409698,-0.511114636302822,0.201534974641859,-0.174801695520064,-0.608854906186246,0.0352082492395553
"s__uniformis",-0.0360579890188478,-0.0225732447202512,-0.0405481659915693,0.0729183913668028,-0.134515720362959,-0.120566091879868,-0.18569056581061,0.29556157534724,-0.255456662397879,0.0128183096814764,-0.0259841894669935,0.0794176621728313,-0.0544165303554704,-0.0152447499086382,-0.0527117872142027,-0.205392463178377,-0.222732093475737,-0.16501239197811,-0.25162338710608,-0.39377944593809,0.0470757505165876,0.103666469623292,0.034580316562333,-0.383318008399049,0.0438913896902718,-0.0892931647263582,0.0420264728016422,0.058834730383496,0.143264891314554,0.108392694423977,0.840154312792601,0.0472169430361854,0.101163395368048,0.02676003347205,-0.121740807521667,-0.327594463782073,0.215814016411601,-0.164794057318426,-0.225078621540068,-0.111080248492554,0.0175658517855732,0.0803137473806405,-0.124423339882776,-0.00797706739471075,0.116800543454942,-0.0938491089483051,-0.0196312528544778,-0.195772409178716,0.00708672405883418,-0.0485882203539545,-0.406260225699273,-0.15274999005588,-0.049546240530918,0.200629863356072,-0.0786927406561648,-0.0426435534599325,-0.0551899365722967,0.351543110069359,0.00414079396496324,0.112295956542969,0.159098584961729,-0.117172482953855,-0.147522600014737,0.000883604904684199,-0.147713058397046,-0.0695595648119553,-0.00753018916141129,0.0761547415598756,-0.139728185632132,-0.296028210584305,0.00208991958788671,0.515157789462591,0.056803146593274,-0.0443342940895087,0.089399225047993,-0.129103982580936,0.365579997043289,0.0757887095306169,-0.206700201272724,0.126709962503983,-0.190362219785303,0.11717735803764,0.0145745569027366,0.212648185590645,-0.398420444836641,-0.234758143896429,-0.384388921772792,0.0977737966366132,-0.118742625459218,-0.0123951969788137,-0.0526600591422161,-0.134601295849387,-0.176862697459751,-0.239059902197469,-0.148413704730326,0.0381521735830937,0.128588117990319,0.0969737301994048,0.0321588007035118,0.0200039541473392,0.139121353734998,0.239092332608595,0.00896580944077061,0.214073515976467,0.188932576099646,-0.0455752752002937,0.147689888277229,0.0831918034720739,0.112553527640622,-0.0165342146516146,0.224976242601271,-0.0559879209312789,-0.0326087609637413,-0.00995112325407253,0.322646642620106,0.0865390368960529,-0.00577284897838323,-0.0233732368006369,0.0968730045053084,0.151870921328657,-0.0559530245996782,0.190224006397308,-0.0495014338300713,-0.0250792202160618,0.0440754083408765,0.384233658454581,-0.474322242399686,0.617096317025007,-0.0911708935334479,0.0848142900870301,0.273783045367187,0.162013431697854
"s__formicigenerans",-0.0338649574736423,-0.0711811071509921,-0.00248005189236365,0.140466667671244,-0.0118364855914767,0.248671409862163,0.00324398472541027,-0.0260062576357335,-0.0627719485761805,0.0533647197039549,-0.0603470026747893,0.0148103965263513,0.0442093139574386,-0.0114803767155078,0.198623751715395,0.258793869346667,0.0117090389136514,-0.0300031622430624,-0.0411757844050914,0.0571550942012332,0.0358790564254012,0.00941119939847533,0.0251911884206842,0.00967247238573801,-0.0180544053374556,-0.0577643054815729,-0.0169840687480594,-0.107556441862605,-0.0404645571479292,-0.0284167752996956,-0.126310599891035,-0.00516996435423719,-0.0292455518207261,-0.224885493038078,-0.0723932187876492,-0.0263427805708315,-0.0104148375700305,0.0503396128692603,-0.0101585498357262,-0.0358328999570029,-0.0751292260982085,-0.030383088858951,-0.0121188028534155,-0.0168171488265747,-0.071961358290354,-0.00337191233071073,-0.0677462218708289,-0.0542898429365008,-0.0847448825776307,0.0253035376211677,-0.0534122397597742,0.0368782230174837,0.169056474590387,0.1312907684798,0.0148485013621385,-0.031734255565903,-0.176119102417388,-0.243413650607554,-0.0644169896757782,0.0706681504432812,-0.104231380166053,-0.0368336756942533,-0.00964251786374459,-0.0106140335523862,0.0524159759553853,0.0769046461105314,-0.0995868548658948,-0.0516941254849206,0.118977181787532,0.00428457744444159,-0.0627059302396838,-0.0571559681489971,-0.0482469348164575,-0.038237115309961,-0.0700015326309291,-0.0854834467305684,-0.0781459222085701,0.0219360989352535,-0.0443645520796608,-0.0778138513327035,-0.0197758313141551,-0.12643307156422,-0.0429050979862135,0.00278672744409185,-0.0325287773859264,-0.00515591037387227,0.0203113878987327,0.0388354611694885,0.172755704681255,-0.0503623875708103,0.0298392110941103,0.00954021041042814,0.24215817305113,-0.0570712909641973,0.192281383788861,-0.0367877536661092,-0.159755324218552,0.0372269058080302,-0.0785446675543829,-0.0568555676913641,0.259031666498871,-0.0345891222150535,-0.0185749811303261,0.0390657656412099,-0.202707490171085,0.115451707171077,0.154908688574607,0.00982701553857812,0.014647625669261,-0.0475651154208525,-0.0684109667948308,0.0329069076266925,0.239200627027242,0.245601304446598,-0.1801019078011,-0.0484590227671298,-0.0553254887915273,-0.0435971002968112,0.213778554255443,0.198683728136562,-0.0314272603860706,-0.116348153963771,-0.00608676130176338,0.00911121925950961,0.22045532764562,-0.0224314523404055,0.209070003182657,-0.0913378388983273,-0.0148526776996016,0.00645297439495148,0.120024362525154,-0.0485093866863402
"s__distasonis",-0.0905117139979378,-0.170122287146774,-0.100256024167785,0.142544792414584,-0.122454507591355,-0.222751794689537,-0.319653106428835,0.534304042552221,-0.479973977100779,-0.00174461604174298,0.00786872344145284,0.246169924391028,-0.201765472794432,-0.116734376898655,-0.000364145851834485,-0.256573514204476,-0.497735296842249,-0.404314338989191,-0.435962023763247,-0.621205552737565,0.0973143162391387,0.126528153327793,0.00973237005334963,-0.524945694850796,0.00877756265271627,-0.173442285714519,0.0829806839567889,0.0680681706120575,0.252528744507952,0.175094275285656,1.5190068883288,0.115427297356701,0.193827741648471,-0.0959666042797876,-0.26359645470157,-0.540306407517769,0.332336405360438,-0.217969550535554,-0.35597566125329,-0.216553353378225,-0.0424943645947448,0.120877361591541,-0.27094614482428,-0.0805013836231889,0.127947579480717,-0.224809102212063,-0.105319234774106,-0.401419586439155,-0.0620353242897861,0.165171889398506,-0.795178587716329,-0.198302331368937,-0.0480923797417519,0.365390317432939,0.0367625512405486,-0.131963169418487,-0.133315841745067,0.585064929262502,0.0176473414553137,0.203004105976924,0.209926015549268,-0.276318369796496,-0.207923018059989,0.0272923600240151,-0.240188313837937,-0.143948381444422,-0.0519411562335623,0.0741237404600614,-0.283702668430556,-0.572960094232948,0.0170243492817371,0.994451591348731,0.0541068949972837,-0.197664540020617,0.136389904578043,-0.291401125857826,0.726747818577614,0.0965416560678268,-0.380447355271377,0.141564613016717,-0.244645380999886,0.274450155788707,0.0171912016245767,0.411732231201436,-0.776761155055866,-0.419549429685543,-0.617715209006282,0.123302400328366,-0.1835891390989,-0.0463544106424128,-0.0525188128612241,-0.251171207688344,-0.246083493629327,-0.416891048486387,-0.254426011324593,0.0285588136656222,0.138413999179586,0.231172326252494,0.00726570995278491,0.100318632837167,0.356349630745258,0.494561903169593,0.076421326683187,0.430930732420143,0.394351187013298,0.00759048413685886,0.284565550949755,0.183186917981751,0.197507647652117,-0.00252541681469739,0.436624377235962,-0.0390626949164322,0.029146539486519,0.0814254117798439,0.492290468427591,0.0661893850225544,-0.0271464985546047,-0.0116250607367732,0.260548986739687,0.321052700048867,-0.104258461759909,0.315944804444267,-0.0520776736116463,-0.124654566386688,0.00213712561500856,0.63522898048918,-0.89647668641433,1.03318599274413,-0.126626604727753,0.108791489607336,0.571723671706946,0.341204301013095
"s__bromii",-0.0271794593560104,-0.108815694480237,-0.0218051488625893,0.0415475740743711,0.0769703454316928,0.0441312226374146,0.00290051916431633,0.00911779511225995,-0.0392200250513289,-0.00566352359801798,0.0248768503130397,0.0804255628516714,-0.0670334230623775,-0.066922997788024,0.107955083097393,0.127453481264525,-0.0764850991859782,-0.0903960387427641,-0.00789252102777624,0.0574460779981072,0.0187950829598052,-0.0362889330587178,-0.0305487788060491,0.102983270192373,-0.0521036788834294,-0.0254751148233859,0.00343924414403583,-0.0475849020976737,-0.00619458238872886,-0.0156167136077183,0.0147847748695077,0.0227148266115393,0.00655859691349243,-0.15019818641652,-0.0527375653005334,0.0150832155836933,-0.0327797519502515,0.0597294325090219,0.0229652556697481,-0.0244969472102597,-0.0683377614571324,-0.019907634946369,-0.0416742805831488,-0.0512157960388645,-0.0691060015385974,-0.0447911718273458,-0.0654441814749561,-0.0553761653445401,-0.0713573255852043,0.18373370151732,-0.0751315485478525,0.0559259335464184,0.0635685200007056,0.0401990066944944,0.127139042099856,-0.0481510956676828,-0.064642324101669,-0.0709476171181823,-0.00641096463199915,0.0208139451764324,-0.0700121713335077,-0.0598353897265049,0.0325454700827893,0.0161097281192544,0.0231042916968469,0.000100668370717691,-0.049200196667095,-0.052727538572937,-0.00354968653518339,-0.040826174826257,-0.0039415425838736,0.0584622628445081,-0.0422596279932365,-0.0943782492356907,-0.028639914963476,-0.0662755858081266,0.0484181266527914,-0.0204024366002946,-0.0246944610328926,-0.0729419497472804,0.0573133756522355,0.0233285886477318,-0.0150550659968425,0.0306997554226195,-0.0672111103918135,-0.00934735142739403,0.0403462889802664,-0.0249402730674287,0.0534867839080113,-0.028568332723083,0.0342860150106145,-0.0102511518201143,0.0959474080156065,-0.0132909324734873,0.0439311343809298,-0.0348862248103101,-0.0951731854428957,0.0527493202126554,-0.0516485257939429,0.0345717102865148,0.13760918940702,0.0489818262079345,0.0394511742419813,0.0504566356779735,0.00346301033203725,0.0868629911786729,0.0532757801202195,0.0296834443261776,0.00450212859506885,0.00847566059036079,0.0178395124078599,0.048688407365865,0.112817541594562,0.123409075183228,-0.0877019067464886,-0.0705880120740559,-0.0241392293040585,0.0113207210426743,0.111883668539021,0.083574393525239,-0.0117761608403194,-0.0355383821278142,0.022941981928927,-0.0559365912412968,-0.00570163682688718,-0.0281015063037854,-0.00645611378707529,-0.047775428907524,0.0195353412128534,-0.0261920913398522,0.0943320587204383,0.0321332627192999
"s__plebeius",0.105444411685375,0.0341269916184185,0.0688009389432284,-0.353711730261092,0.42552890572613,-0.0945530952855137,0.421585728110122,-0.617750858827249,0.639844499798746,-0.127890381663523,0.194464808300737,-0.103525918540237,-0.0374416565222393,-0.0312292762971132,-0.0818607573838956,0.188184402824611,0.389942435943508,0.311970581917993,0.634207323237286,0.873557852535226,-0.144749772740025,-0.298959236073046,-0.161105633398232,0.989323475807089,-0.135848480705056,0.269956722015408,-0.0623378194502279,-0.0108262599635549,-0.265301196033307,-0.218479315148371,-1.6805142052209,-0.0697392135943416,-0.172191645643703,0.131955351443235,0.334111591940917,0.811443253932794,-0.516236388551123,0.365999855140306,0.560041975801675,0.283322084072031,0.00117009812554413,-0.156574804015169,0.25114100033551,-0.0185558136204549,-0.231524444446407,0.162450065361668,0.0770474161815817,0.468538127570536,0.0376720605997248,0.302619527843944,0.921724367739013,0.356726405184086,-0.0952435574406928,-0.630940212265005,0.316738245324984,0.0899692440956112,0.344797012810421,-0.475473335128705,0.092696082553682,-0.350479804023902,-0.273859100535768,0.253697452233156,0.394569176877144,0.036786037624968,0.276615392544713,0.027010598889691,0.124786527983594,-0.15259345763657,0.110275093506858,0.615438595226101,0.0976024160483508,-1.00197973000131,-0.100972657339584,0.0457958764716518,-0.120604234422979,0.355997084889881,-0.63779843950765,-0.236510556254577,0.515725802781906,-0.249005555734431,0.541315734530452,-0.020765003611233,0.0209909669290885,-0.450381267859985,0.8782123806528,0.53218668495738,0.893369900685182,-0.321399284624343,0.0433042593368392,0.0779679916781109,0.112851206713439,0.277468360381095,0.11129849938571,0.625877609177347,0.0652857723796145,-0.0686345148186421,-0.141380152303568,-0.217381574240892,-0.00489446581976966,0.0960262012170803,-0.584818870728411,-0.4232584278399,0.061868629326064,-0.490488531584957,-0.0791597804995062,0.017339978309153,-0.533940397409,-0.168542543530664,-0.275984136079178,0.130028607915627,-0.372994175267589,0.13361905473469,-0.190984745583575,-0.240058555858948,-0.539475931486999,-0.204674685592132,0.0770376502029113,0.142468062148899,-0.443890135279082,-0.579679094421901,0.166350639599485,-0.279954442964482,0.152668819695974,-0.0300144721824434,-0.485434875222349,-0.873711688063016,0.71520389673341,-1.31185551587572,0.258343066394692,-0.237979952397107,-0.709165425030663,-0.245215682832192
"s__producta",-0.0237344219682206,-0.072937068199496,0.00276808894894427,0.101010784289629,0.0377893426252147,0.229760214013016,0.0456168386499557,-0.0858861823803823,0.00151405083805052,0.0372694453468083,-0.0356313797767915,0.0102324660995386,0.0326439541665764,-0.0194935573669755,0.188837585662033,0.274548613383476,0.043960713122957,-0.00452827500612304,0.023978133849676,0.146523563995155,0.0210119862182846,-0.02405445506953,0.00520171418485758,0.116876952479018,-0.0350075014671933,-0.0297326536917561,-0.0220674162826555,-0.10690120836521,-0.0654729150052775,-0.0501300033441843,-0.287113939439979,-0.0100366730639415,-0.0444541915041404,-0.212155448693049,-0.039389679062082,0.0577005804000957,-0.0643569932928225,0.0893198967833131,0.0484542026310279,-0.00752977546137443,-0.076670041796632,-0.0461326646615996,0.0103048135744687,-0.0219922838362719,-0.0970816603007116,0.00943785477949437,-0.061822969863495,-0.00896209071659857,-0.0823659718381219,0.0693928065299108,0.0357278716254364,0.0753221722635888,0.155842091105094,0.0643861337677039,0.0562673567799363,-0.0249860015771938,-0.137580145550885,-0.284175612250415,-0.0522628965965442,0.0334978522444815,-0.131982234905772,-0.0143452296685563,0.0331229436381871,-0.00504668637806971,0.0793180740430519,0.0755913515510462,-0.0858732569275004,-0.0686149624459831,0.123514544230149,0.0624742566660256,-0.0499469477219576,-0.149917907274339,-0.0593110825152652,-0.0393668444442467,-0.0807795973831367,-0.0507062564260642,-0.13408510967136,-0.00461843453261213,0.00769099152315784,-0.104695693707652,0.0402752552544561,-0.119977379473954,-0.0397823114579763,-0.0400398827664387,0.0517988112449749,0.0477527918659801,0.112199079888725,0.00250481861507419,0.172424661667844,-0.0422378783551255,0.0424073683763475,0.0360438661999971,0.248489260088004,0.00763798205136347,0.192349792960869,-0.0446037029891455,-0.173361906426397,0.0177816966871651,-0.0791480646950533,-0.0414070819510453,0.198036256180521,-0.0712370604177277,-0.00816149548400538,-0.00806942310972592,-0.19973972165945,0.118253219006027,0.097570598787438,-0.00516994035480306,-0.0134460953550104,-0.031329013140062,-0.100792433895045,0.048577863338005,0.216734932279733,0.218743054605554,-0.231978009728131,-0.0722385779952123,-0.0466713666136246,-0.0260877361966683,0.167190616294196,0.136942363619439,-0.0140511040040905,-0.141251848925016,0.0114314459702781,0.00104018666302383,0.159717657064274,-0.111232426107262,0.269349387632383,-0.222104466220073,0.0134503159167435,-0.0199114489133845,0.0502943793466287,-0.0679412059478142
